NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
2,0,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,14,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,0,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,1,0,0,0,0,0.0869565217,0.125,0,0,0,0,0,0.0434782609,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
1,0,5,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,30,0,0,0,0,0.5,0.0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
1,0,3,60,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,36,0,0,0,0,0.1515151515,0.3125,0,1,0,0,0,0.0303030303,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
1,0,2,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,6,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1,0,3,87,5,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,12,68,0,0,0,0,0.049382716,0.7941176471,0,1,0,0,0,0.0185185185,0,0,0,0,1,1,0,0,1,-1,-1,1,0,1,0
2,0,1,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,14,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,0,2,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,16,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,1,2,111,4,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,27,77,0,0,0,0,0.1075949367,0.2941176471,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0
3,1,3,61,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,24,30,0,0,0,0,0.1411042945,0.9622641509,0,1,0,0,0,0.018404908,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
1,0,2,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,11,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1,0,5,80,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,15,58,0,0,0,0,0.125,0.25,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
3,1,3,54,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,22,25,0,0,0,0,0.3571428571,0.2631578947,0,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
2,0,1,98,8,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,17,74,0,0,0,0,0.5174825175,0.4864864865,0,1,0,0,0,0.041958042,0,0,0,0,1,1,0,0,1,-1,-1,1,0,0,0
3,0,4,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0.0,0.6666666667,0,1,0,0,0,0.375,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,1
1,0,2,71,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,43,0,0,0,0,0.1690140845,0.537037037,0,1,0,0,0,0.014084507,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
3,1,3,95,8,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,12,76,0,0,0,0,0.1261261261,0.4736842105,0,1,0,0,0,0.0810810811,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
3,0,3,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,4,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,19,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4,1,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,14,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,5,64,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,24,33,0,0,0,0,0.2631578947,0.32,0,1,0,0,0,0.1578947368,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,1,9,101,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,73,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0.0,0.1162790698,0,1,0,0,0,0.0095238095,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2,0,6,60,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0.0427350427,0.1875,0,1,0,0,0,0.037037037,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
1,0,3,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,4,48,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,20,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,2,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
5,1,5,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,43,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,0,3,64,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,44,0,0,0,0,0.5,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,0,1
2,0,3,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,13,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5,1,3,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,41,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3,1,5,65,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19,39,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,2,55,5,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,15,33,0,0,0,0,0.0327868852,0.1153846154,0,0,0,0,0,0.0819672131,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
3,1,2,56,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,28,0,0,0,0,0.1470588235,0.1071428571,0,1,0,0,0,0.0882352941,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
4,1,5,90,0,0,0,0,0,0,0,0,0,16,1,1,0,0,1,0,20,63,0,0,0,0,0.0338983051,0.1219512195,0,1,0,0,0,0.6610169492,0,0,0,0,0,1,0,0,1,-1,1,1,0,-1,1
1,0,4,78,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,21,50,0,0,0,0,0.1578947368,0.3333333333,0,1,0,0,0,0.0526315789,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
1,0,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,22,0,0,0,0,0.0448717949,0.1612903226,0,1,0,0,0,0.0064102564,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2,0,3,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,30,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,8,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
5,0,5,74,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,15,52,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
4,1,6,79,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,20,52,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1,0,3,74,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,53,0,0,0,0,0.0227272727,0.5,0,1,0,0,0,0.0227272727,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
3,1,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,18,0,0,0,0,0.1761904762,0.3548387097,0,1,0,0,0,0.0047619048,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
2,1,5,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,30,0,0,0,0,0.0053191489,0.1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,0,6,82,6,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,24,51,0,0,0,0,0.0769230769,0.1956521739,0,1,1,0,0,0.0059171598,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
1,0,5,65,5,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,11,47,0,0,0,0,0.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
3,0,4,51,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,3,68,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,10,51,0,0,0,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
3,1,1,73,7,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,18,48,0,0,0,0,0.1352657005,0.1333333333,0,1,0,0,0,0.0338164251,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
2,1,2,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,17,0,0,0,0,0.037037037,0.9523809524,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
1,0,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,4,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
2,0,5,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,25,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,25,0,0,0,0,0.0,0.4166666667,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1
2,1,3,67,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,44,0,0,0,0,0.09375,0.1538461538,0,1,0,0,0,0.025,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,0,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,20,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,1,-1,1
2,1,6,93,6,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,13,73,0,0,0,0,0.5411255411,0.4473684211,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0
2,0,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,6,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,2,53,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,30,16,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1,0,5,60,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,11,42,0,0,0,0,0.0643564356,0.3181818182,0,1,0,0,0,0.004950495,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,3,67,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,17,43,0,0,0,0,0.1351351351,0.2608695652,0,1,0,0,0,0.1351351351,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,0,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,31,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
2,1,2,55,5,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,16,32,0,0,0,0,0.0775862069,0.3620689655,0,1,0,0,0,0.0086206897,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0.2359550562,0.4146341463,0,1,0,0,0,0.0224719101,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
2,1,5,43,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,14,22,0,0,0,0,0.1071428571,0.1428571429,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2,1,3,95,7,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,19,69,0,0,0,0,0.0279069767,0.140625,0,1,0,0,0,0.0790697674,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
3,1,1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,15,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0526315789,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,0,3,80,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,12,61,0,0,0,0,0.275862069,0.6071428571,0,1,0,0,0,0.0517241379,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0
3,1,6,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,35,0,0,0,0,0.0227272727,0.3513513514,0,1,0,0,0,0.0482954545,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2,0,3,68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,6,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2,1,4,54,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,20,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,1,3,92,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,25,60,0,0,0,0,0.3852040816,0.4676258993,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,0,0
3,1,4,69,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,20,42,0,0,0,0,0.375,0.0,0,1,0,0,0,0.5625,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
4,1,3,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,27,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1,0,2,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,3,79,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,20,52,0,0,0,0,0.2368421053,0.9803921569,0,0,0,0,0,0.0105263158,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
2,1,7,59,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,17,35,0,0,0,0,0.0268456376,0.0957446809,0,1,0,0,0,0.0704697987,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1,0,3,48,3,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,13,28,0,0,0,0,0.1875,0.2592592593,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2,0,3,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,13,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,4,88,5,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,22,59,0,0,0,0,0.0284090909,0.2777777778,0,1,0,0,0,0.0227272727,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
3,0,2,60,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,18,35,0,0,0,0,0.1785714286,0.1,0,1,0,0,0,0.0357142857,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,0,0,0,0.1370786517,0.9210526316,0,0,0,0,0,0.0561797753,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
3,1,2,45,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,11,27,0,0,0,0,0.0289855072,0.0149253731,0,1,0,0,0,0.0144927536,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.0740072202,0.9736842105,1,1,0,0,0,0.0342960289,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
2,1,3,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,25,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,1,4,69,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,20,42,0,0,0,0,0.4791666667,0.4239130435,0,1,0,0,0,0.0625,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,0,1,69,4,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,23,15,23,0,0,0,0.0705882353,0.1304347826,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1,0,2,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2,0,4,62,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,44,0,0,0,0,0.0905511811,0.1176470588,0,1,0,0,0,0.0078740157,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,32,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,33,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,5,62,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,47,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2,0,5,78,0,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,14,57,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1,0,2,59,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,33,0,0,0,0,0.3125,0.380952381,0,1,0,0,0,0.0208333333,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0
4,1,2,53,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,16,30,0,0,0,0,0.3684210526,0.7575757576,0,1,0,0,0,0.0350877193,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0
2,1,1,53,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,24,22,0,0,0,0,0.0392156863,0.5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0
1,0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,7,0,0,0,0,1.0,0.3636363636,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,1
1,0,4,79,1,0,0,0,0,0,0,0,0,33,1,1,0,0,0,0,13,59,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,1,3,50,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,17,26,0,0,0,0,0.75,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1,0,4,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,21,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
2,0,3,42,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,13,22,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,17,0,0,0,0,0.2442748092,0.125,0,1,0,0,0,0.0152671756,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1,0,6,108,12,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,13,88,0,0,0,0,0.24,0.125,0,1,0,0,0,0.06,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,0,2,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,20,0,0,0,0,0.3333333333,0.25,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
2,1,4,70,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,3,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,18,11,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
3,1,2,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,22,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,3,61,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,30,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,1,3,54,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,19,28,0,0,0,0,0.0480769231,0.1111111111,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1,0,2,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,10,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,4,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,24,0,0,2,0,0.1315789474,0.1818181818,0,1,0,0,0,0.0789473684,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
2,1,7,88,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,55,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,1,4,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,25,0,0,0,0,0.0,0.0,0,1,0,0,0,0.8888888889,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
1,0,5,70,6,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,13,50,0,0,0,0,0.12,0.1025641026,0,1,0,0,0,0.0133333333,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,0,0,0,0.0055370986,0.0471698113,0,1,0,0,0,0.0110741971,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
3,1,4,54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,28,0,0,0,0,0.0134228188,0.18,0,1,0,0,0,0.0033557047,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
3,1,3,52,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,3,50,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
2,0,4,57,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,16,34,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,1,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,1,0,0,0,0,0.03125,0.9827586207,0,1,0,0,0,0.0234375,0,0,0,0,0,0,0,1,1,1,-1,1,0,1,0
2,0,3,63,5,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,10,46,0,0,0,0,0.0107526882,0.1603773585,0,1,0,0,0,0.0430107527,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
4,1,3,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,28,0,0,0,0,0.75,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
